director_name,movie_title,movie_imdb_link,title_year,imdb_score
Andrew Steggall,Departure,https://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,2015,7
Ben Lewin,The Sessions,https://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,2012,7.2
Robert Kenner,"Food, Inc.",https://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,2008,7.9
Andrew Erwin,October Baby,https://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,2011,6.8
Brad Anderson,Next Stop Wonderland,https://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,1998,6.7
Jason Reitman,Juno,https://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,2007,7.5
Craig Johnson,The Skeleton Twins,https://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,2014,6.8
Sean Durkin,Martha Marcy May Marlene,https://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,2011,6.9
Gillian Robespierre,Obvious Child,https://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,2014,6.8
Courtney Hunt,Frozen River,https://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,2008,7.2
Morgan Neville,20 Feet from Stardom,https://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,2013,7.4
James Toback,Two Girls and a Guy,https://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,1997,5.6
Nicole Holofcener,Walking and Talking,https://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,1996,6.8
Peter Cattaneo,The Full Monty,https://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,1997,7.2
Chris Paine,Who Killed the Electric Car?,https://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,2006,7.7
Greg Berlanti,The Broken Hearts Club: A Romantic Comedy,https://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,2000,7
Don Coscarelli,Bubba Ho-Tep,https://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,2002,7.2
Rob Letterman,Goosebumps,https://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,2015,6.4
Marc Levin,Slam,https://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,1998,7.2
Richard Dutcher,Brigham City,https://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,2001,7.2
Khalid Mohamed,Fiza,https://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,2000,6.2
Mel Brooks,History of the World: Part I,https://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,1981,6.9
Trey Parker,Orgazmo,https://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,1997,6.2
David Gordon Green,All the Real Girls,https://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,2003,6.9
Finn Taylor,Dream with the Fishes,https://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,1997,7
Karen Moncrieff,Blue Car,https://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,2002,6.7
José Luis Valenzuela,Luminarias,https://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,2000,3.6
Gia Coppola,Palo Alto,https://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,2013,6.3
Scandar Copti,Ajami,https://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,2009,7.4
Goran Dukic,Wristcutters: A Love Story,https://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,2006,7.4
Mike Cahill,I Origins,https://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,2014,7.3
Efram Potelle,The Battle of Shaker Heights,https://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,2003,6.1
Peter Jackson,The Lovely Bones,https://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,2009,6.7
Joshua Oppenheimer,The Act of Killing,https://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,2012,8.2
Alex Gibney,Taxi to the Dark Side,https://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,2007,7.7
Paul Crowder,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,https://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,2006,7.3
Rohit Jagessar,Guiana 1838,https://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,2004,7.4
Griffin Dunne,Lisa Picard Is Famous,https://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,2000,5.7
Anthony Powell,Antarctica: A Year on Ice,https://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,2013,7.6
Kief Davidson,A Lego Brickumentary,https://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,2014,6.8
Johnny Remo,Hardflip,https://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,2012,5.6
Vivek Agnihotri,Chocolate: Deep Dark Secrets,https://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,2005,4.8
Ti West,The House of the Devil,https://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,2009,6.4
Nick Tomnay,The Perfect Host,https://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,2010,6.8
John Hamburg,Safe Men,https://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,1998,6.1
Nickolas Perry,Speedway Junky,https://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,1999,5.2
Dan Zukovic,The Last Big Thing,https://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,1996,6.9
Craig Mazin,The Specials,https://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,2000,6
Becky Smith,16 to Life,https://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,2009,6.3
Eric Nicholas,Alone with Her,https://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,2006,6.1
Benjamin Dickinson,Creative Control,https://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,2015,5.5
Hal Haberman,Special,https://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,2006,6.9
Darren Stein,Sparkler,https://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,1997,5.6
A. Raven Cruz,The Helix... Loaded,https://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,2005,1.9
Brian Trenchard-Smith,In Her Line of Fire,https://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,2006,4.1
Frank Whaley,The Jimmy Show,https://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,2001,5.4
Amat Escalante,Heli,https://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,2013,6.8
Wajahat Rauf,Karachi se Lahore,https://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,2015,7
Katherine Brooks,Loving Annabelle,https://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,2006,6.7
David Cross,Hits,https://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,2014,5.8
Randall Rubin,Jimmy and Judy,https://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,2006,6.2
Robert Bennett,Frat Party,https://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,2009,2.8
Guy Hamilton,The Party's Over,https://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,1965,7.3
Mary Pat Kelly,Proud,https://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,2004,5.8
Lori Petty,The Poker House,https://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,2008,6.5
Charlie Levi,Childless,https://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,2008,6.1
Kevin Hamedani,ZMD: Zombies of Mass Destruction,https://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,2009,5.1
David DeCoteau,Snow White: A Deadly Summer,https://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,2012,2.2
Mikel Rueda,Hidden Away,https://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,2014,7.2
Stefan C. Schaefer,My Last Day Without You,https://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,2011,5.7
Michael Taliferro,Steppin: The Movie,https://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,2009,3.4
David DeCoteau,Doc Holliday's Revenge,https://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,2014,3.8
Katie Aselton,Black Rock,https://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,2012,4.7
Robert Heath,Truth or Die,https://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,2012,5.6
D. Stevens,The Pet,https://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,2006,3.9
Jeffrey St. Jules,Bang Bang Baby,https://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,2014,5.4
Robert Hall,Fear Clinic,https://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,2015,5.2
K. King,Zombie Hunter,https://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,2013,3.5
Jonathan Meyers,A Fine Step,https://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,2014,5.3
Danny Boyle,Trance,https://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,2013,7
Ralph Nelson,Charly,https://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,1968,7.1
Blair Erickson,Banshee Chapter,https://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,2013,5.5
,Jesse,https://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,,5.9
Allison Burnett,Ask Me Anything,https://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,2014,6
Richard Schenkman,And Then Came Love,https://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,2007,4.8
Sanjay Rawal,Food Chains,https://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,2014,7.1
Elia Kazan,On the Waterfront,https://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,1954,8.2
Kat Coiro,L!fe Happens,https://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,2011,5.7
Cristian Mungiu,"4 Months, 3 Weeks and 2 Days",https://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,2007,7.9
Brian Dorton,The Horror Network Vol. 1,https://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,2015,7.3
David Slade,Hard Candy,https://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,2005,7.1
Jamie Babbit,The Quiet,https://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,2005,6.4
Maryam Keshavarz,Circumstance,https://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,2011,5.9
Ryan Coogler,Fruitvale Station,https://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,2013,7.5
Ramaa Mosley,The Brass Teapot,https://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,2012,6.4
James Algar,Bambi,https://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,1942,7.4
Charles Herman-Wurmfeld,The Hammer,https://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,2007,7.3
Ric Roman Waugh,Snitch,https://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,2013,6.5
C. Jay Cox,Latter Days,https://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,2003,7.2
Mariette Monpierre,Elza,https://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,2011,6.7
Tommy Oliver,1982,https://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,2013,7.1
Jamie Travis,"For a Good Time, Call...",https://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,2012,6
Lee Toland Krieger,Celeste & Jesse Forever,https://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,2012,6.7
Rich Christiano,Time Changer,https://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,2002,5.6
Paul Andrew Williams,London to Brighton,https://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,2006,7
Nick Love,American Hero,https://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,2015,4.9
Natalie Bible',Windsor Drive,https://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,2015,3.2
Asghar Farhadi,A Separation,https://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,2011,8.4
Justin Molotnikov,Crying with Laughter,https://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,2009,6.9
Todd Solondz,Welcome to the Dollhouse,https://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,1995,7.5
Victor Nunez,Ruby in Paradise,https://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1,1993,7.2
Peter Sollett,Raising Victor Vargas,https://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,2002,7.2
Georg Wilhelm Pabst,Pandora's Box,https://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,1929,8
Daniel Davila,Harrison Montgomery,https://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,2008,7.4
Jorge Gaggero,Live-In Maid,https://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,2004,7.2
Rod Lurie,Deterrence,https://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,1999,6.5
Michael Burke,The Mudge Boy,https://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,2003,7.2
Catherine Jelski,The Young Unknowns,https://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,2000,4.2
Shane Dawson,Not Cool,https://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,2014,5.1
Tommy Wirkola,Dead Snow,https://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,2009,6.4
Ryan Little,Saints and Soldiers,https://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,2003,6.8
Clark Baker,Vessel,https://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,2012,6.2
George Lucas,American Graffiti,https://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,1973,7.5
Robert Greenwald,Iraq for Sale: The War Profiteers,https://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,2006,7.7
Matt Maiellaro,Aqua Teen Hunger Force Colon Movie Film for Theaters,https://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,2007,6.9
Colin Trevorrow,Safety Not Guaranteed,https://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,2012,7
Leslie Small,Kevin Hart: Laugh at My Pain,https://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,2011,7.5
Ben Wheatley,Kill List,https://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,2011,6.3
Ti West,The Innkeepers,https://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,2011,5.5
David S. Goyer,The Unborn,https://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,2009,4.8
Bernardo Bertolucci,The Conformist,https://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,1970,8.1
Neil Burger,Interview with the Assassin,https://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1,2002,6.6
Oliver Blackburn,Donkey Punch,https://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,2008,5.2
Jonathan Levine,All the Boys Love Mandy Lane,https://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,2006,5.6
Christopher Hutson,Bled,https://www.imdb.com/title/tt0997143/?ref_=fn_tt_tt_1,2009,3.1
Fred Zinnemann,High Noon,https://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,1952,8.1
Steve James,Hoop Dreams,https://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,1994,8.3
David LaChapelle,Rize,https://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,2005,7.1
Joseph Kosinski,Destiny,https://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,2014,8.1
Michael Cuesta,L.I.E.,https://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,2001,7.2
Caryn Waechter,The Sisterhood of Night,https://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,2014,6.3
Emily Dell,B-Girl,https://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,2009,4
Peter Jackson,King Kong,https://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2005,7.2
Jaume Collet-Serra,House of Wax,https://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,2005,5.3
Ryan Fleck,Half Nelson,https://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,2006,7.2
Jennifer Wynne Farmer,Naturally Native,https://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,1998,6.5
Christopher Scott Cherot,Hav Plenty,https://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,1997,6.5
H.M. Coakley,Adulterers,https://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,2015,4.9
Randy Moore,Escape from Tomorrow,https://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,2013,5.2
Chris Atkins,Starsuckers,https://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,2009,7.4
Bill Benenson,The Hadza: Last of the First,https://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,2014,7.4
Ryan Smith,After,https://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,2012,5.4
Travis Romero,Treachery,https://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,2013,3.9
Anna Mastro,Walter,https://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,2015,5.3
Mark Sandrich,Top Hat,https://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,1935,7.8
Daniel Myrick,The Blair Witch Project,https://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,1999,6.4
Michael Wadleigh,Woodstock,https://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,1970,8.1
John Landis,The Kentucky Fried Movie,https://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,1977,6.5
Jon Gunn,Mercy Streets,https://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,2000,5.6
Gene Teigland,Arnolds Park,https://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,2007,5.6
Scott Ziehl,Broken Vessels,https://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,1998,6.6
Richard Montoya,Water & Power,https://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,2013,6.3
Johanna Schwartz,They Will Have to Kill Us First,https://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,2015,7.7
William Gazecki,Crop Circles: Quest for Truth,https://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,2002,7
Lance McDaniel,Light from the Darkroom,https://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,2014,8
Thomas Lilti,Irreplaceable,https://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,2016,7.2
Michael Walker,The Maid's Room,https://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,2013,4.5
Richard Lester,A Hard Day's Night,https://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,1964,7.7
U. Roberto Romano,The Harvest/La Cosecha,https://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,2011,7.2
Amy Holden Jones,Love Letters,https://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,1983,6.1
Blaz Zavrsnik,Julija in alfa Romeo,https://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,2015,6.4
Alex Kendrick,Fireproof,https://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,2008,6.5
Pan Nalin,Faith Connections,https://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,2013,7
Joe Camp,Benji,https://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,1974,6.1
Chris Kentis,Open Water,https://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,2003,5.7
Matt Walsh,High Road,https://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,2011,5.4
John 'Bud' Cardos,Kingdom of the Spiders,https://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,1977,5.9
Marilyn Agrelo,Mad Hot Ballroom,https://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,2005,7.5
Tom McCarthy,The Station Agent,https://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,2003,7.7
Brian Baugh,To Save a Life,https://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,2009,7.1
Patrick Creadon,Wordplay,https://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,2006,7.4
Barry W. Blaustein,Beyond the Mat,https://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,1999,7.6
Kurt Hale,The Singles Ward,https://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,2002,6.4
Siddiq Barmak,Osama,https://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,2003,7.4
Joseph Dorman,Sholem Aleichem: Laughing in the Darkness,https://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,2011,6.8
Greg Harrison,Groove,https://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,2000,6.5
Kurt Hale,The R.M.,https://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,2003,6
Michael Polish,Twin Falls Idaho,https://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,1999,7.3
Jacob Aaron Estes,Mean Creek,https://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,2004,7.3
Morgan J. Freeman,Hurricane Streets,https://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,1997,6.5
Eric Schaeffer,Never Again,https://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,2001,6
Neema Barnette,Civil Brand,https://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,2002,5.3
Steve Buscemi,Lonesome Jim,https://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,2005,6.6
Joe Swanberg,Drinking Buddies,https://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,2013,6.1
Molly Bernstein,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,https://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,2012,7.1
Akira Kurosawa,Seven Samurai,https://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,1954,8.7
Marius A. Markevicius,The Other Dream Team,https://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,2012,8.4
Tom DiCillo,Johnny Suede,https://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,1991,5.8
Justin Lin,Finishing the Game: The Search for a New Bruce Lee,https://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,2007,6.2
Quentin Dupieux,Rubber,https://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,2010,5.8
Tim Johnson,Home,https://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,2015,6.7
C. Jay Cox,Kiss the Bride,https://www.imdb.com/title/tt0893346/?ref_=fn_tt_tt_1,2007,5.7
Alex Smith,The Slaughter Rule,https://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,2002,6.1
Gareth Edwards,Monsters,https://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,2010,6.4
Jonathan Parker,The Californians,https://www.imdb.com/title/tt0377043/?ref_=fn_tt_tt_1,2005,5
Sol Tryon,The Living Wake,https://www.imdb.com/title/tt0489212/?ref_=fn_tt_tt_1,2007,6.5
Alex Craig Mann,Detention of the Dead,https://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,2012,4.6
Hao Ning,Crazy Stone,https://www.imdb.com/title/tt0843270/?ref_=fn_tt_tt_1,2006,7.7
Stephen Kijak,Scott Walker: 30 Century Man,https://www.imdb.com/title/tt0486541/?ref_=fn_tt_tt_1,2006,7.3
Marc Forster,Everything Put Together,https://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,2000,6.6
Andrew Niccol,Good Kill,https://www.imdb.com/title/tt3297330/?ref_=fn_tt_tt_1,2014,6.4
Daston Kalili,Insomnia Manica,https://www.imdb.com/title/tt0455556/?ref_=fn_tt_tt_1,2005,5.8
William Gazecki,The Outrageous Sophie Tucker,https://www.imdb.com/title/tt2825768/?ref_=fn_tt_tt_1,2014,7.2
Ol Parker,Now Is Good,https://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,2012,7.2
Michael Hoffman Jr.,Girls Gone Dead,https://www.imdb.com/title/tt1884318/?ref_=fn_tt_tt_1,2012,3.5
Patrick Gilles,America Is Still the Place,https://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,2015,7.5
Georgia Hilton,Subconscious,https://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,2015,2.2
Tamra Davis,Crossroads,https://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,2002,3.3
Jack Heller,Enter Nowhere,https://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,2011,6.6
Fernando Baez Mella,The King of Najayo,https://www.imdb.com/title/tt2275671/?ref_=fn_tt_tt_1,2012,6.9
Warren Sheppard,Fight to the Finish,https://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1,2016,4
Darren Lynn Bousman,Alleluia! The Devil's Carnival,https://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,2016,7.4
Justin Paul Miller,The Sound and the Shadow,https://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,2014,8.3
Joel Paul Reisig,Rodeo Girl,https://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,2016,5.7
Catherine Gund,Born to Fly: Elizabeth Streb vs. Gravity,https://www.imdb.com/title/tt2246526/?ref_=fn_tt_tt_1,2014,6.8
Luke Dye,The Little Ponderosa Zoo,https://www.imdb.com/title/tt3846442/?ref_=fn_tt_tt_1,2016,5.2
Sam Raimi,Oz the Great and Powerful,https://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,2013,6.4
Michael Herz,The Toxic Avenger,https://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,1984,6.2
Matty Rich,Straight Out of Brooklyn,https://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,1991,5.9
Paul Greengrass,Bloody Sunday,https://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,2002,7.7
Alec Asten,Diamond Ruff,https://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,2015,4.3
Hans Canosa,Conversations with Other Women,https://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1,2005,7.1
Lloyd Kaufman,Poultrygeist: Night of the Chicken Dead,https://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,2006,6.2
Matthew Watts,Mutual Friends,https://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,2013,6.8
Lloyd Bacon,42nd Street,https://www.imdb.com/title/tt0024034/?ref_=fn_tt_tt_1,1933,7.7
Joe Kenemore,Rise of the Entrepreneur: The Search for a Better Way,https://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,2014,8.2
Whit Stillman,Metropolitan,https://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,1990,7.5
Kay Pollak,As It Is in Heaven,https://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,2004,7.6
Eric England,Roadside,https://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,2013,4.1
